uid,grant_refe,project_na,project_ty,osgr,easting,northing,site_name,restoratio,start_date,end_date,financial_year_end,snh_area,unitary_lo,applicant_type
500998-NJ2770004000,500998,North Gairn Peatland Restoration 2017,Restoration,NJ2770004000,327700,804000,North Gairn,Invercauld Estate,13/10/2017,26/10/2018,2017-18,Tayside and Grampian,Cairngorm,Private
501007-NJ3090005700,501007,"Restoration at Carn Fiaclach, Candacraig",Restoration,NJ3090005700,330900,805700,"Carn Fiaclach, Candacraig",Candacraig Estate,25/09/2018,18/12/2018,2017-18,Tayside and Grampian,Cairngorm,Private
501012-NO0670083900,501012,Mar Estate - Restoration at Carn Creagach,Restoration,NO0670083900,306700,783900,"Carn Creagach, Mar Estate",Mar Estate,,,2018-19,Tayside and Grampian,Cairngorm,Private
501023-NO294810,501023,Black Burn Phase 2 Peatland Restoration,Restoration,NO294810,329400,781000,Black Burn,Balmoral Estate,24/09/2018,,2018-19,Tayside and Grampian,Cairngorm,private
501253-NN992886,501253,Restoration on Cairn Geldie,Restoration,NN992886,299200,788600,Cairn Geldie,,,,2019-20,Tayside and Grampian,Cairngorm,NGO
501265-NJ317060,501265,Restoration at Cairnagour,Restoration,NJ317060,331700,806000,Cairnagour Sub-site A,,,,2019-20,Tayside and Grampian,Cairngorm,Private
501265-NJ321057,501265,Restoration at Cairnagour,Restoration,NJ321057,332100,805700,Cairnagour Sub-site B,,,,2019-20,Tayside and Grampian,Cairngorm,Private
501265-NJ332057,501265,Restoration at Cairnagour,Restoration,NJ332057,333200,805700,Cairnagour Sub-site C,,,,2019-20,Tayside and Grampian,Cairngorm,Private
501265-NJ335061,501265,Restoration at Cairnagour,Restoration,NJ335061,333500,806100,Cairnagour Sub-site D,,,,2019-20,Tayside and Grampian,Cairngorm,Private
501275-NO077848,501275,Restoration on Carn Creagh (extension of 501012),Restoration,NO077848,307700,784800,Carn Creagh extension,,,,2019-20,Tayside and Grampian,Cairngorm,Private
501300-NO198991,501300,Restoration at Culardoch Phase 2,Restoration,NO198991,319800,799100,Culardoch Phase 2 - Sub site A,Invercauld Estate,,,2019-20,Tayside and Grampian,Cairngorm,Private
501300-NO200984,501300,Restoration at Culardoch Phase 2,Restoration,NO200984,320000,798400,Culardoch Phase 2 - Sub site B,Invercauld Estate,,,2019-20,Tayside and Grampian,Cairngorm,Private
12508-NO8600393985,12508,RESTORATION OF SWT SITES,Restoration,NO8600393985,386003,793985,Red Moss of Netherley,SWT - Lowland challenge,25/08/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,NGO
12531-NO9112296293,12531,CONSERVATION OF PORTLETHEN MOSS,Restoration,NO9112296293,391122,796293,Portlethen Moss,Portlethen Moss,15/12/2014,31/01/2015,2014-15,Tayside and Grampian,Tayside,NGO
501067-NO9120696368,501067,Peatland for People/Bog Squad,Other,NO9120696368,391206,796368,Portlethen Moss,Butterfly Conservation - Bog Squad - Scotland,03/05/2018,16/04/2019,2018-19,Tayside and Grampian,Tayside,NGO
12415-NJ7476001398,12415,The Red Moss of Leys Recovery Project,Restoration,NJ7476001398,374760,801398,Red Moss of Leys,Leys Charitable Trust,10/09/2013,23/03/2016,2015-16,Tayside and Grampian,North East,NGO
12435-NJ860452,12435,Lowland Peatland Restoration Challenge - 15 sites,Feasibility,NJ860452,386000,845200,Multiple sites,SWT - Lowland challenge,,,2013-14,Tayside and Grampian,North East,NGO
12532-NJ7241813414,12532,Wetland Preservation - Castle Fraser,Restoration,NJ7241813414,372418,813414,Castle Fraser,NTS - Castle Fraser,14/08/2015,21/03/2015,2014-15,Tayside and Grampian,North East,NGO
12532-NJ7266712505,12532,Wetland Preservation - Castle Fraser,Restoration,NJ7266712505,372667,812505,Castle Fraser,NTS - Castle Fraser,14/08/2015,21/03/2015,2014-15,Tayside and Grampian,North East,NGO
12562-NJ9027956761,12562,MIDDLEMUIR PEATLAND RESTORATION FEASIBILITY STUDY,Feasibility,NJ9027956761,390279,856761,Middlemuir,RSPB - Middlemuir,,,2014-15,Tayside and Grampian,North East,NGO
500953-NK0433833796,500953,Lochlundie Moss Peatland Assessment and Restoration Feasibility Study,Feasibility,NK0433833796,404338,833796,Lochlundie Moss,Lochlundie Moss (Aberdeenshire),,,2017-18,Tayside and Grampian,North East,Private
501016-NJ7450001500,501016,Restoration at Red Moss,Restoration,NJ7450001500,374500,801500,Red Moss North Edge,Leys Charitable Trust,28/02/2018,16/03/2018,2017-18,Tayside and Grampian,North East,NGO
501016-NJ7480001700,501016,Restoration at Red Moss,Restoration,NJ7480001700,374800,801700,Red Moss North East Edge,Leys Charitable Trust,28/02/2018,16/03/2018,2017-18,Tayside and Grampian,North East,NGO
501025-NK0463042990,501025,Moss of Kinmundy - Feasibility Study,Feasibility,NK0463042990,404630,842990,Moss of Kinmundy,RSPB - Forsinard,,,2017-18,Tayside and Grampian,North East,Public
501031-NJ5733452299,501031,Restoration at Moss of Crombie,Restoration,NJ5733452299,357334,852299,Moss of Crombie,Moss of Crombie (Aberdeenshire),25/01/2018,28/03/2018,2017-18,Tayside and Grampian,North East,Private
501169-NK04493976,501169,Moss of Hatton Peatland Restoration,Restoration,NK04493976,404490,839760,Moss of Hatton,,,,2018-19,Tayside and Grampian,North East,Private
501276-NJ685033,501276,Restoration at Hill of Fare on Dunecht Estates,Restoration,NJ685033,368500,803300,Hill of Fare - Howe of Lythebauds,,24/02/2020,27/03/2020,2019-20,Tayside and Grampian,North East,Private
12486-NS35708889,12486,Loch Lomond Golf Club Fen and Wet Woodland Habitats,Restoration,NS35708889,235700,688890,,,,,,,Loch Lomond & the Trossachs National Park,
12568-NS3339096070,12568,Restoration Work on the Luss Estate - Phase 3,Restoration,NS3339096070,233390,696070,Luss Estate,Loch Lomond & The Trossachs National Park Authority,07/10/2014,01/03/2015,2014-15,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
12568-NS3214695832,12568,Restoration Work on the Luss Estate - Phase 3,Restoration,NS3214695832,232146,695832,Luss Estate,Loch Lomond & The Trossachs National Park Authority,07/10/2014,01/03/2015,2014-15,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500792-NS3584988798,500792,Piping Through: Loch Lomond Golf Club,Other,NS3584988798,235849,688798,Loch Lomond Golf Club,Loch Lomond & The Trossachs Countryside Trust,27/11/2015,28/02/2016,2015-16,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,NGO
500796-NS3303795979,500796,Peatland Restoration on the Luss Estate,Feasibility,NS3303795979,233037,695979,Luss Estate,Loch Lomond & The Trossachs National Park Authority,22/02/2016,21/03/2016,2015-16,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500904-NS3330096100,500904,Luss Estates Peatland Restoration,Restoration,NS3330096100,233300,696100,Luss Estate,Loch Lomond & The Trossachs National Park Authority,23/11/2016,18/10/2017,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500904-NS3250087700,500904,Luss Estates Peatland Restoration,Restoration,NS3250087700,232500,687700,Luss Estate,Loch Lomond & The Trossachs National Park Authority,23/11/2016,18/10/2017,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500904-NS3120089500,500904,Luss Estates Peatland Restoration,Restoration,NS3120089500,231200,689500,Luss Estate,Loch Lomond & The Trossachs National Park Authority,23/11/2016,18/10/2017,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500904-NS3250091400,500904,Luss Estates Peatland Restoration,Restoration,NS3250091400,232500,691400,Luss Estate,Loch Lomond & The Trossachs National Park Authority,23/11/2016,18/10/2017,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500904-NS3350090200,500904,Luss Estates Peatland Restoration,Restoration,NS3350090200,233500,690200,Luss Estate,Loch Lomond & The Trossachs National Park Authority,23/11/2016,18/10/2017,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,Private
500948-NS3577988815,500948,Loch Lomond Golf Club Restoring Peatlands & Wet Woodland,Restoration,NS3577988815,235779,688815,Loch Lomond Golf Club,Loch Lomond & The Trossachs Countryside Trust,,,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,NGO
500948-NS3560689085,500948,Loch Lomond Golf Club Restoring Peatlands & Wet Woodland,Restoration,NS3560689085,235606,689085,Loch Lomond Golf Club,Loch Lomond & The Trossachs Countryside Trust,,,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,NGO
500948-NS3594488379,500948,Loch Lomond Golf Club Restoring Peatlands & Wet Woodland,Restoration,NS3594488379,235944,688379,Loch Lomond Golf Club,Loch Lomond & The Trossachs Countryside Trust,,,2017-18,Argyll and the Outer Hebrides,Loch Lomond & the Trossachs National Park,NGO
12361-NR2905741794,12361,The Oa Peatland Restoration Project,Restoration,NR2905741794,129057,641794,The Oa,"RSPB - The Oa, Islay",25/01/2013,20/02/2013,2012-13,Argyll and the Outer Hebrides,Argyll & Bute,NGO
12418-NR829949,12418,"Carbon Flux Monitoring on the Moine Mhor, Cairngorm Mountains",Monitoring,NR829949,182900,694900,Moine Mhor,,,,2014-15,Argyll and the Outer Hebrides,Argyll & Bute,Private
12437-NR3038242850,12437,Peatland Restoration - Oa for Peat's Sake,Restoration,NR3038242850,130382,642850,Asabus,"RSPB - The Oa, Islay",01/02/2014,10/03/2014,2013-14,Argyll and the Outer Hebrides,Argyll & Bute,NGO
12437-NR295418,12437,Peatland Restoration - Oa for Peat's Sake,Restoration,NR295418,129500,641800,Kinnabus A,"RSPB - The Oa, Islay",01/02/2014,10/03/2014,2013-14,Argyll and the Outer Hebrides,Argyll & Bute,NGO
12437-NR2919241733,12437,Peatland Restoration - Oa for Peat's Sake,Restoration,NR2919241733,129192,641733,Kinnabus B,"RSPB - The Oa, Islay",01/02/2014,10/03/2014,2013-14,Argyll and the Outer Hebrides,Argyll & Bute,NGO
12475-NR832934,12475,Peatland Management at Moine Mhor NNR - Scottish Natural Heritage (SNH),Restoration,NR832934,183200,693400,,,,,,,Argyll & Bute,
12484-NM468552,12484,Peatland Restoration - FES additional,Restoration,NM468552,146800,755200,Criadhach Mhor,FES - Scotland,22/04/2014,31/03/2015,2014-15,Argyll and the Outer Hebrides,Argyll & Bute,Public
12484-NR701319,12484,Peatland Restoration - FES additional,Restoration,NR701319,170100,631900,West Lussa,FES - Scotland,22/04/2014,31/03/2015,2014-15,Argyll and the Outer Hebrides,Argyll & Bute,Public
12485-NR829949,12485,Carbon Flux Monitoring on the Moine Mhor,Monitoring,NR829949,182900,694900,Moine Mhor,,,,2014-15,Argyll and the Outer Hebrides,Argyll & Bute,Private
500756-NR221560,500756,Tackling Rhododendron ponticum on and around peatland and bogs in Argyll (Staff Post),Other,NR221560,122100,656000,Argyll,,15/09/2015,28/02/2016,2015-16,Argyll and the Outer Hebrides,Argyll & Bute,NGO
500756-NR331560,500756,Tackling Rhododendron ponticum on and around peatland and bogs in Argyll (Staff Post),Other,NR331560,133100,656000,Argyll,,15/09/2015,28/02/2016,2015-16,Argyll and the Outer Hebrides,Argyll & Bute,NGO
500756-NR826934,500756,Tackling Rhododendron ponticum on and around peatland and bogs in Argyll (Staff Post),Other,NR826934,182600,693400,Argyll,,15/09/2015,28/02/2016,2015-16,Argyll and the Outer Hebrides,Argyll & Bute,NGO
500762-NM6230132331,500762,Resipole Woodlands - Feasibility Study,Feasibility,NM6230132331,162301,732331,Resipole Woodlands,Resipole Woodlands,,,2015-16,Argyll and the Outer Hebrides,Argyll & Bute,Private
500775-NN1901723851,500775,Brackley Farm Peatland Restoration,Other,NN1901723851,219017,723851,Brackley Farm,,,,2015-16,Argyll and the Outer Hebrides,Argyll & Bute,Private
500778-NR2679068390,500778,Loch Gruinart Peatland Restoration Feasibility Study 2015,Feasibility,NR2679068390,126790,668390,Loch Gruinart,RSPB - Argyll & Bute,,,2015-16,Argyll and the Outer Hebrides,Argyll & Bute,NGO
500943-NR2310561948,500943,Peatland for People/Bog Squad,Other,NR2310561948,123105,661948,,Butterfly Conservation - Bog Squad - Scotland,01/04/2017,31/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501002-NM9120039900,501002,Feasibility Study at Culcharron,Feasibility,NM9120039900,191200,739900,Culcharron,Achalic Farm,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501002-NM9120040100,501002,Feasibility Study at Culcharron,Feasibility,NM9120040100,191200,740100,Culcharron,Achalic Farm,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501005-NM9180036600,501005,Feasibility Study at Moss of Achnacree,Feasibility,NM9180036600,191800,736600,Moss of Achnacree Area 1,Moss of Achnacree (Argyll),,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501005-NM9140036500,501005,Feasibility Study at Moss of Achnacree,Feasibility,NM9140036500,191400,736500,Moss of Achnacree Area 2,Moss of Achnacree (Argyll),,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501005-NM9110036300,501005,Feasibility Study at Moss of Achnacree,Feasibility,NM9110036300,191100,736300,Moss of Achnacree Area 3,Moss of Achnacree (Argyll),,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501005-NM9170036100,501005,Feasibility Study at Moss of Achnacree,Feasibility,NM9170036100,191700,736100,Moss of Achnacree Area 4,Moss of Achnacree (Argyll),,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501010-NR8197094950,501010,Poltalloch Farms - Feasibility Study,Feasibility,NR8197094950,181970,694950,Poltalloch Farms,Poltalloch Estate,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501010-NR8179094280,501010,Poltalloch Farms - Feasibility Study,Feasibility,NR8179094280,181790,694280,Poltalloch Farms,Poltalloch Estate,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501010-NR8140094560,501010,Poltalloch Farms - Feasibility Study,Feasibility,NR8140094560,181400,694560,Poltalloch Farms,Poltalloch Estate,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501010-NR8175095080,501010,Poltalloch Farms - Feasibility Study,Feasibility,NR8175095080,181750,695080,Poltalloch Farms,Poltalloch Estate,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501033-NN1480010500,501033,Peat Depth and Feasibility Study,Feasibility,NN1480010500,214800,710500,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN0620015800,501033,Peat Depth and Feasibility Study,Feasibility,NN0620015800,206200,715800,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1040012000,501033,Peat Depth and Feasibility Study,Feasibility,NN1040012000,210400,712000,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1240016700,501033,Peat Depth and Feasibility Study,Feasibility,NN1240016700,212400,716700,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1020018000,501033,Peat Depth and Feasibility Study,Feasibility,NN1020018000,210200,718000,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1450020900,501033,Peat Depth and Feasibility Study,Feasibility,NN1450020900,214500,720900,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1990018100,501033,Peat Depth and Feasibility Study,Feasibility,NN1990018100,219900,718100,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1830016800,501033,Peat Depth and Feasibility Study,Feasibility,NN1830016800,218300,716800,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1670014500,501033,Peat Depth and Feasibility Study,Feasibility,NN1670014500,216700,714500,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501033-NN1060015800,501033,Peat Depth and Feasibility Study,Feasibility,NN1060015800,210600,715800,,,,,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Public
501034-NM439501,501034,Glenbellart Peat Depth and Feasibility Study,Feasibility,NM439501,143900,750100,Glenbellart- North,North West Mull Community woodland,15/02/2018,31/03/2018,2017-18,,Argyll & Bute,NGO
501034-NM443491,501034,Glenbellart Peat Depth and Feasibility Study,Feasibility,NM443491,144300,749100,Glenbellart- South,North West Mull Community woodland,15/02/2018,31/03/2018,2017-18,,Argyll & Bute,NGO
501034-NM437497,501034,Glenbellart Peat Depth and Feasibility Study,Feasibility,NM437497,143700,749700,Glenbellart- West,North West Mull Community woodland,15/02/2018,31/03/2018,2017-18,,Argyll & Bute,NGO
501045-NR602136,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR602136,160200,613600,Largiebaan - Dun Ban forest,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501045-NR613136,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR613136,161300,613600,Largiebaan - Cnoc Reamhor forest,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501045-NR618127,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR618127,161800,612700,Largiebaan - Cnon Reamhor heather,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501045-NR609111,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR609111,160900,611100,Largiebaan - A’ Cruach peat hags,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501045-NR608153,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR608153,160800,615300,Largiebaan - Cnoc Moy peat hags,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501045-NR614152,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR614152,161400,615200,Largiebaan - Cnoc Moy drainage,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501045-NR609125,501045,Largiebaan Feasibility Study and Peat Depth Survey,Feasibility,NR609125,160900,612500,Largiebaan - Currach Mor drainage,SWT - Argyll and Bute,01/12/2017,28/03/2018,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501052-NM557301,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM557301,155700,730100,Coladoir Bog - North bog,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM549290,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM549290,154900,729000,Coladoir Bog - South bog,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM551300,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM551300,155100,730000,Coladoir Bog - West roadside planting,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM559305,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM559305,155900,730500,Coladoir Bog - North roadside planting,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM554295,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM554295,155400,729500,Coladoir Bog - Central planting,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM556292,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM556292,155600,729200,Coladoir Bog - South planting,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM543295,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM543295,154300,729500,Coladoir Bog - West buffer,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM548282,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM548282,154800,728200,Coladoir Bog - South buffer,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501052-NM562297,501052,Coladoir Bog - Peat Depth and Feasibility Study,Feasibility,NM562297,156200,729700,Coladoir Bog - East buffer,Rossal Farm,19/11/2018,31/03/2019,2017-18,Argyll and the Outer Hebrides,Argyll & Bute,Private
501067-NR3377056796,501067,Peatland for People/Bog Squad,Other,NR3377056796,133770,656796,Duich Moss,Butterfly Conservation - Bog Squad - Scotland,03/05/2018,16/04/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501127-NM4390949718,501127,Glenbellart Peatland Restoration,Restoration,NM4390949718,143909,749718,Glen bellart,North West Mull Community woodland,,,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501136-NN1988720093,501136,Inverary and Tyndrum DMG Peatland Restoration Feasibility Study,Feasibility,NN1988720093,219887,720093,Inverary and Tyndrum,Inveraray & Tyndrum DMG,15/10/2018,15/02/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,NGO
501145-NR817949,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR817949,181700,694900,Poltalloch Estate - NE,,01/01/2019,29/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501145-NR819949,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR819949,181900,694900,Poltalloch Estate - SE,,01/01/2019,29/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501145-NR813945,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR813945,181300,694500,Poltalloch Estate - SW,,01/01/2019,29/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501145-NR818942,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR818942,181800,694200,Poltalloch Estate - NW,,01/01/2019,29/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501145-NR8161394942,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR8161394942,181613,694942,Poltalloch Estate - Compartment 1,,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501145-NR8137994507,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR8137994507,181379,694507,Poltalloch Estate - Compartment 2,,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501145-NR8183894381,501145,Poltalloch Estate - Peatland Action Project,Restoration,NR8183894381,181838,694381,Poltalloch Estate - Compartment 4,,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501147-NM913359,501147,Moss of Achnacree Peatland Restoration Practical Works,Restoration,NM913359,191300,735900,Moss of Achnacree - New southern area,Moss of Achnacree (Argyll),15/10/2018,31/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501147-NM918366,501147,Moss of Achnacree Peatland Restoration Practical Works,Restoration,NM918366,191800,736600,Moss of Achnacree - Northern woods,Moss of Achnacree (Argyll),15/10/2018,31/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501147-NM914365,501147,Moss of Achnacree Peatland Restoration Practical Works,Restoration,NM914365,191400,736500,Moss of Achnacree - Northern bog,Moss of Achnacree (Argyll),15/10/2018,31/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501147-NM911363,501147,Moss of Achnacree Peatland Restoration Practical Works,Restoration,NM911363,191100,736300,Moss of Achnacree - Island of bog,Moss of Achnacree (Argyll),15/10/2018,31/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501147-NM917361,501147,Moss of Achnacree Peatland Restoration Practical Works,Restoration,NM917361,191700,736100,Moss of Achnacree - Southern bog,Moss of Achnacree (Argyll),15/10/2018,31/03/2019,2018-19,Argyll and the Outer Hebrides,Argyll & Bute,Private
501173-NR384527,501173,Laggan Estate Peatland Restoration - Feasibility study,Feasibility,NR384527,138400,652700,Beinn Bhreac and hill ground,Laggan Estate (Islay),01/03/2019,31/03/2019,2018-19,,Argyll & Bute,Private
501173-NR324553,501173,Laggan Estate Peatland Restoration - Feasibility study,Feasibility,NR324553,132400,655300,Diich Moss and lower ground,Laggan Estate (Islay),01/03/2019,31/03/2019,2018-19,,Argyll & Bute,Private
501273-NR8161394942,501273,Restoration at Poltalloch,Restoration,NR8161394942,181613,694942,Poltalloch Farms - Compartment 1,Poltalloch Estate,28/02/2020,31/03/2020,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501273-NR8137994507,501273,Restoration at Poltalloch,Restoration,NR8137994507,181379,694507,Poltalloch Farms - Compartment 2,Poltalloch Estate,28/02/2020,31/03/2020,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501273-NR8173894381,501273,Restoration at Poltalloch,Restoration,NR8173894381,181738,694381,Poltalloch Farms - Compartment 4,Poltalloch Estate,28/02/2020,31/03/2020,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501290-NM913359,501290,Moss of Achnacree phase 2,Restoration,NM913359,191300,735900,Moss of Achnacree - New south Ledaig area,Moss of Achnacree (Argyll),,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501290-NM918366,501290,Moss of Achnacree phase 2,Restoration,NM918366,191800,736600,Moss of Achnacree,Moss of Achnacree (Argyll),,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501301-NR406623,501301,Restoration at Dunlossite Estate Phase 1,Restoration,NR406623,140600,662300,Storokaig,Dunlossite Estate,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501301-NR402600,501301,Restoration at Dunlossite Estate Phase 1,Restoration,NR402600,140200,660000,Cattadale,Dunlossite Estate,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,Private
501305-NR828953,501305,Moine Mhor NNR North Moss Peatland Restoration,Restoration,NR828953,182800,695300,"NW, North Moss, Moine Mhor NNR",Moine Mhor NNR,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,public
501305-NR832951,501305,Moine Mhor NNR North Moss Peatland Restoration,Restoration,NR832951,183200,695100,"NE, North Moss, Moine Mhor NNR",Moine Mhor NNR,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,public
501305-NR831946,501305,Moine Mhor NNR North Moss Peatland Restoration,Restoration,NR831946,183100,694600,"SE, North Moss, Moine Mhor NNR",Moine Mhor NNR,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,public
501305-NR826946,501305,Moine Mhor NNR North Moss Peatland Restoration,Restoration,NR826946,182600,694600,"SW, North Moss, Moine Mhor NNR",Moine Mhor NNR,,,2019-20,Argyll and the Outer Hebrides,Argyll & Bute,public
500771-NT281724,500771,Duddingston Loch West Reedbed Monitoring,Other,NT281724,328100,672400,Duddingston,,,,2015-16,Forth,Fife & Central Belt,NGO
500943-NS4593959717,500943,Peatland for People/Bog Squad,Other,NS4593959717,245939,659717,,Butterfly Conservation - Bog Squad - Scotland,01/04/2017,31/03/2018,2017-18,Strathclyde and Ayrshire,Fife & Central Belt,NGO
500945-NS383692,500945,Scottish Lowlands Forest District,Restoration,NS383692,238300,669200,Drumbo C,,,,2017-19,,Fife & Central Belt,Public
12411-NS4344283538,12411,Peatland Restoration Fund - Bog Squad,Other,NS4344283538,243442,683538,"Blairbeuch, cander moss, easter drumclair, kingshill, Logierait mire SSSI, salterhill, wester moss",Butterfly Conservation - Bog Squad - Scotland,01/01/2014,31/03/2015,2014-15,Strathclyde and Ayrshire,Loch Lomond & the Trossachs National Park,NGO
